date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,date_received_raw,date_sent_to_company_raw,year_received,month_received,quarter_received,timely_response_binary,has_narrative,narrative_length,received_to_sent_lag_days
2018-11-14 00:00:00+00:00,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with the interest rate,This company is a SCAM. they took advantage of me and i didnt explain the DAILY interest rate. Ive tried to figure out a bette repayment plan but they are refusing to help in any way. They are very rude and disgusting people who constantly hang up on you and dont offer any help.,,Bridgecrest Acceptance Corporation,OH,45324,,Web,2018-11-30 00:00:00+00:00,Closed with explanation,Yes,3074178,2018-11-14,2018-11-30,2018,2018-11,2018Q4,1,1,279,16.0
2024-06-28 00:00:00+00:00,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,"I have had a Venture One Visa card with Capital One for many years ( over a decade ). In the past few days I received a new credit card from them and it appears they switched it over to the MasterCard network without my explicit approval. After reaching out to them, I was made aware that I received an opt out option email on XX/XX/XXXX with the innocuous subject "" Your credit card is getting an update '' which naturally went unread considering I receive multiple emails from Capital One each week. Practically speaking, I don't think I was provided with a meaningful communication to opt out considering they could have pushed a notification to my phone, given the email a more meaningful subject with a "" Action potentially required : '' heading and a mention of Mastercard, or even called or texted to notify me of the significance of this change. 

During my discussion and escalation with Capital One, they insisted that it is completely impossible for them to switch me back to Visa. I'm leaving the country tomorrow and will be without a Visa card ( which is sometimes the only one accepted ) for the first time in my life. I now have multiple Mastercards which is not a situation I am happy with. To have to discard my Capital One Mastercard and apply for a new Visa card elsewhere will have at least a slightly negative impact on my credit score. That is not acceptable considering I applied for credit and signed an agreement to receive a Visa credit card with Capital One.",,CAPITAL ONE FINANCIAL CORPORATION,MA,02169,,Web,2024-06-28 00:00:00+00:00,Closed with explanation,Yes,9376937,2024-06-28,2024-06-28,2024,2024-06,2024Q2,1,1,1486,0.0
2025-04-24 00:00:00+00:00,Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Shellpoint Partners, LLC",TX,78133,,Web,2025-04-24 00:00:00+00:00,Closed with explanation,Yes,13150258,2025-04-24,2025-04-24,2025,2025-04,2025Q2,1,0,0,0.0
2025-01-18 00:00:00+00:00,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"I am writing to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPB 's findings indicate that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety.",,"Early Warning Services, LLC",IL,60617,,Web,2025-01-18 00:00:00+00:00,Closed with explanation,Yes,11650531,2025-01-18,2025-01-18,2025,2025-01,2025Q1,1,1,733,0.0
2025-12-09 00:00:00+00:00,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,,,PNC Bank N.A.,MI,48219,,Phone,2025-12-09 00:00:00+00:00,Closed with monetary relief,Yes,17887612,2025-12-09,2025-12-09,2025,2025-12,2025Q4,1,0,0,0.0
2025-01-21 00:00:00+00:00,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"I am filing a complaint against Cash App ( Block , inc ) due to inadequate customer service and unfair practices violating the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account and money vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused inconveniences and final loss, and I seek appropriate redress for these violations",,"Block, Inc.",OK,731XX,,Web,2025-01-21 00:00:00+00:00,Closed with explanation,Yes,11609132,2025-01-21,2025-01-21,2025,2025-01,2025Q1,1,1,648,0.0
2023-04-06 00:00:00+00:00,Vehicle loan or lease,Lease,Problems at the end of the loan or lease,Unable to receive car title or other problem after the loan is paid off,I bought out me leased vehicle through Audi Financial service in beginning of XX/XX/2023. After weeks passed I called regarding title status. They told me that they were changing title company 's and there was a 4 week delay. I have called and used Audi care website over a dozen times and to date still no title.,,VW Credit,NY,107XX,,Web,2023-05-11 00:00:00+00:00,Closed with non-monetary relief,Yes,6806828,2023-04-06,2023-05-11,2023,2023-04,2023Q2,1,1,313,35.0
2024-05-22 00:00:00+00:00,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,92407,,Web,2024-05-22 00:00:00+00:00,Closed with explanation,Yes,9071788,2024-05-22,2024-05-22,2024,2024-05,2024Q2,1,0,0,0.0
2023-10-24 00:00:00+00:00,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,,Chime Financial Inc,IL,61523,,Web,2023-10-24 00:00:00+00:00,Closed with explanation,Yes,7749372,2023-10-24,2023-10-24,2023,2023-10,2023Q4,1,0,0,0.0
2021-03-26 00:00:00+00:00,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92606,,Referral,2021-03-30 00:00:00+00:00,Closed with explanation,Yes,4257269,2021-03-26,2021-03-30,2021,2021-03,2021Q1,1,0,0,4.0
2025-01-17 00:00:00+00:00,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"I am filing a complaint against Cashapp ( Block , inc ) due to inadequate customer service and unfair practices, which violates the Consumer Financial Protection Act ( CFPA ). Specifically Cash App failed to take a timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss and I seek appropriate redress for these violations",,"Block, Inc.",CA,90008,,Web,2025-01-17 00:00:00+00:00,Closed with explanation,Yes,11561193,2025-01-17,2025-01-17,2025,2025-01,2025Q1,1,1,658,0.0
2024-01-03 00:00:00+00:00,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX, MI XXXX XXXX XXXX Re : Syncrony Bank/Amazon credit card ending in XXXX HELP!! 
In XXXX of XXXX, I inadvertently pushed the button twice and made duplicate payments to my Amazon account in the amount of XXXX. 
One of the two payments was rejected by Synchrony and credited back to my checking account by XXXX XXXX XXXXXXXX ( Page 1 ). 
Subsequently, over the last year and a half, this XXXX has been credited, and been credited and debited from my Synchrony account numerous times. Not having computer statements accessible prior to XXXX, I can only estimate this happened 2 or 3 times prior to the information I am enclosing. 
XXXX statements I could access show a credit of XXXX on XX/XX/XXXX ( page 2 ), A correction on XX/XX/XXXX of XXXX ( page 3 ), a credit of XXXX on XX/XX/XXXX ( page 4 ), and finally a correction on XX/XX/XXXX of XXXX. It seems to start getting muddied up in XXXX when they start calling the XXXX a promotional purchase ( page 6 ). 
Since the onset of this dilemma, I have spoken with a number of Synchrony employees in various positions of authority. Each seems to interpret what they see on there computer screen differently. I have also sent statements ( registered mail ) verifying payment. 
Lastly, on the advice of my banker, we tried to coordinate a 3-way call in an attempt to have my banker give them proof of payment. The answer we were given was that only the XXXX XXXX department could handle such an issue. I was informed that I would be contacted by said department within the next 7 - 10 business days.nothing. I called again and was told 2 letters had been postednothing. 
All my attempts have been fruitless. I am hoping that with your authority, a resolution might be possible. 

Thanking you in advance, XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,MI,49022,Older American,Web,2024-01-03 00:00:00+00:00,Closed with monetary relief,Yes,8093087,2024-01-03,2024-01-03,2024,2024-01,2024Q1,1,1,1793,0.0
2018-05-22 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,"Discover card has been harassing me multiple times every day and night, early and late, 24/7 insisting I call back. They call on both my cell phone and landline. I have never provided my private landline number to Discover and this is an invasion of my privacy. When I block one of their XXXX numbers, they switch to another XXXX number and continue calling repeatedly. 
I called back today XX/XX/18 and was informed that I could take advantage of some sort of automatic debit program if I was late making payments. As far as I know, I have not been late in making a payment. The calls are harassing. 
In addition, Discover repeatedly contacted me to transfer a balance from another credit account and when I did, Discover reduced my credit limit for absolutely no reason. 
These are misrepresentations, harassment and the Discover company needs to be reined into proper business practices. 
Thank you. 
XXXX XXXX",,DISCOVER BANK,CA,91311,,Web,2018-05-22 00:00:00+00:00,Closed with non-monetary relief,Yes,2915100,2018-05-22,2018-05-22,2018,2018-05,2018Q2,1,1,918,0.0
2020-01-03 00:00:00+00:00,Checking or savings account,Checking account,Closing an account,Can't close your account,,,UMB FINANCIAL CORPORATION,MO,64111,,Phone,2020-02-10 00:00:00+00:00,Closed with explanation,Yes,3484813,2020-01-03,2020-02-10,2020,2020-01,2020Q1,1,0,0,38.0
2025-05-08 00:00:00+00:00,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with additional products or services purchased with the loan,"In XX/XX/XXXX, I purchased a used XXXX XXXXXXXX XXXX  XXXX from XXXX XXXX XXXX in XXXXXXXX XXXX Financing was arranged through FinBe USA. 

Several serious issues occurred : - The dealership falsely reported a {$7000.00} down payment to the lender, when I only paid {$1500.00} in cash. I was told the remaining amount would be covered through my monthly payments, which was not true. 
- I was informed by the dealership that the number submitted with my application was an internal number for the loan ( believed to be an ITIN ), but I later discovered FinBe processed it as a Social Security Number. I never authorized that. 
- I was given possession of the vehicle before the financing was finalized and was not provided a copy of the signed retail installment contract until months later. 
- The loan carries an extremely high APR of 21.95 % over XXXX months, resulting in a total repayment of over {$31000.00} for a {$21000.00} vehicle. 
- XXXX insurance was added to the loan for {$890.00} without my consent or proper explanation. 

I raised these concerns in writing to FinBe in XXXX and again in XXXX. Their response did not address the misrepresentation or the unauthorized use of my identifying number. I have now filed this complaint due to the lack of resolution and because I believe the loan was originated under fraudulent conditions.",,"Bepensa Capital, Inc.",OH,45420,,Web,2025-05-08 00:00:00+00:00,Closed with explanation,Yes,13411259,2025-05-08,2025-05-08,2025,2025-05,2025Q2,1,1,1349,0.0
2025-12-14 00:00:00+00:00,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I am filing this complaint because Bank of America improperly denied my chargeback dispute for a {$640.00} charge from XXXX XXXX XXXX in XX/XX/year>. Despite clear evidence that the merchant misrepresented the service and failed to deliver the product as described. The banks investigation was inadequate, did not follow Regulation Z standards, and relied solely on the merchants internal policies instead of the quality of the service actually delivered.

1. The Merchant Misrepresented the Service ( Service Not As Described ) The merchant advertised customized 1:1 coaching, but delivered : - Two generic PDF templates- Incorrect and unsafe nutritional macros - A workout plan requiring equipment I do not own - No revision after providing my limitations - No intake process, no assessment, no individualized guidance - No evidence that he is certified in training or nutrition A certified trainer reviewed the materials and confirmed they were generic and not individualized.

2. Bank of America Ignored Evidence and Relied Only on a Checkbox - The bank focused exclusively on : - A Stripe checkout checkbox - The merchants internal refund policy - The quantity of messages sent - Bank of America did not address the actual grounds for my dispute : - Misrepresentation - Service not as described - Lack of customization - Defective/unsafe guidance - Violation of consumer protection standards Under Regulation Z ( 12 CFR 1026.12 ( c ) ), a cardholder may assert claims against the issuer if services were not delivered as agreed, regardless of the merchants refund policy.

3. The Merchants Rebuttal Did Not Provide Any Evidence of Customization - The merchant submitted a 17-page rebuttal, but : - Provided no customized macros - Provided no revised programs - Provided no coaching notes - Provided no evidence of a 6-month plan - Provided no qualifications - Provided screenshots of repeated send pics messages rather than coaching I submitted : - A certified trainers professional assessment - A detailed written rebuttal - Screenshots showing a lack of customization - Evidence of deceptive checkout design - Evidence that the plan was created before proper intake 4. Bank of America Did Not Conduct a Reasonable Investigation Bank representatives told me : - Our hands are tied because you clicked the checkbox.

- The merchant sent something, so the transaction stands.

- We can not help because this is a subscription. 

This contradicts : - Regulation Z - Mastercard Reason Code 4853 ( Services Not As Described ) - FTC rules on deceptive design and misrepresentation - California Automatic Renewal Law ( Bus. & Prof. Code XXXX ) The dispute was closed without addressing the evidence. 

5. Why I Am Requesting CFPB Intervention I am requesting CFPB assistance because : - The bank did not apply federal dispute laws correctly - The banks investigation was incomplete- The bank ignored expert evidence- The bank improperly deferred to the merchants misleading documents- The denial did not address service quality or misrepresentation",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,95212,,Web,2025-12-14 00:00:00+00:00,Closed with monetary relief,Yes,18025547,2025-12-14,2025-12-14,2025,2025-12,2025Q4,1,1,3047,0.0
2023-02-02 00:00:00+00:00,Credit card or prepaid card,Store credit card,Problem when making payments,Problem during payment process,"In XX/XX/XXXX my bank notified me the Sams Club MasterCard withdrew {$3100.00} from my checking account. I never authorized the payment withdrawal for that amount. My bank rejected the withdrawal because it was not authorized by me. Again this happened for {$2800.00} in XXXX XXXX  Once again I called my bank I didnt authorize this payment and they refused to honor the withdrawal. As soon as my bank denied the withdrawal I called Synchrony Bank ( cc issuer ) and explained I never made the switch to auto pay the entire balance. I had at least 5 store credit cards issued by Synchrony Bank. When I received notification that all 5 of my Synchrony retail CC accounts had been closed because my bank wouldnt honor the large unauthorized withdrawals. I called customer service and asked what was going on the agent told me that it was because I didnt have enough funds to cover the withdrawal requests. ( FALSE ). I have documented evidence no NSF fees were charged to my account. Then the agent accused me of check kiting, that was a major insult since I had spent 25 years in banking. All 5 accounts Synchrony issued had no late fees, missed payments in 15 years. Several accounts had a XXXX balance. My credit score has been hit hard by all this false information reported to the 3 credit repositories. I looked up the XXXX report on Synchrony Bank and found XXXX XXXX XXXX XXXX similar complaints. Like mine, many complaints had issues with Synchrony Bank online software when it comes to posting payment errors. Accounts affected include : Sams Club MC Lowes CC Home CC 2 others",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,FL,324XX,Older American,Web,2023-02-02 00:00:00+00:00,Closed with non-monetary relief,Yes,6519967,2023-02-02,2023-02-02,2023,2023-02,2023Q1,1,1,1583,0.0
2023-01-31 00:00:00+00:00,Mortgage,VA mortgage,Trouble during payment process,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,MD,21045,,Phone,2023-01-31 00:00:00+00:00,Closed with explanation,Yes,6512179,2023-01-31,2023-01-31,2023,2023-01,2023Q1,1,0,0,0.0
2020-05-29 00:00:00+00:00,Checking or savings account,Savings account,Opening an account,Didn't receive terms that were advertised,,,CAPITAL ONE FINANCIAL CORPORATION,IL,60193,,Postal mail,2020-05-29 00:00:00+00:00,Closed with explanation,Yes,3674147,2020-05-29,2020-05-29,2020,2020-05,2020Q2,1,0,0,0.0
2020-12-10 00:00:00+00:00,Credit card or prepaid card,Store credit card,Trouble using your card,Credit card company won't increase or decrease your credit limit,"Synchrony Bank issues several of the "" store cards '' that I have used / use : - XXXX XXXX Store Card ( which they closed several months ago ) - XXXX ' Store Card ( which they closed several months ago - XXXX XXXX XXXX Photo Card ( credit limit reduced several months ago ) - XXXX XXXX XXXX payboo Card ( credit limit reduced several months ago ) - amazon store card ( denied credit limit increases ) - PayPal Credit ( denied credit limit increases ) - Sams Club card ( denied credit limit increases ) I have maintained all of the above cards in good standing, and made all payments on time. For some, I have paid the full statement balance monthly. 

Despite my excellent payment history, the credit limit increase requests I've made were denied because ( three of the four specific reasons listed ) my "" Bankcards '' balances are too high compared to credit limits. Credit scoring is based largely ( more than 1/3 of the % score calculated ) on the ratio of card balances to credit limits. However, as you can see in the listing above, when more than half of my Synchrony bank cards were arbitrarily closed and/or had the limits reduced, THOSE ACTIONGS BY Synchrony DIRECTLY CAUSED THE PROBLEM! 

Put another way, every time Synchrony closed a card or reduced my credit limit, it directly impacted my personal credit score in a negative way. This is unacceptable, and has caused and continues to cause me substantial financial harm.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,AR,722XX,,Web,2020-12-10 00:00:00+00:00,Closed with explanation,Yes,4002611,2020-12-10,2020-12-10,2020,2020-12,2020Q4,1,1,1434,0.0
2025-09-09 00:00:00+00:00,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Struggling to pay your loan,,,,OneMain Finance Corporation,MS,39730,,Web,2025-09-11 00:00:00+00:00,Closed with explanation,Yes,15819189,2025-09-09,2025-09-11,2025,2025-09,2025Q3,1,0,0,2.0
2025-08-06 00:00:00+00:00,Checking or savings account,Checking account,Closing an account,Company closed your account,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX, MI XXXX XXXX XXXX XX/XX/year> Subject : Formal Complaint Against JPMorgan Chase Bank for Unexplained Closure of Personal Accounts and Restriction of Business Account Online Access Dear [ CFPB/OCC ] Complaint Review Team, I am filing this formal complaint regarding the unexplained closure of my personal checking account and those of my family members by JPMorgan Chase Bank ( Chase ), as well as the restriction of online activities for my business account. As a loyal customer of Chase for over 25 years, I have always maintained accounts in good standing with no issues, and I am seeking your assistance in investigating this matter and facilitating a resolution. 
On XX/XX/year>, Chase closed my personal checking account ( number XXXX ) without prior notice or explanation. The personal checking accounts of my family members were also closed under the same circumstances. While my business account ( number XXXX ) for XXXX XXXX XXXX XXXX remains open, all online banking functionalities have been disabled, preventing me from performing essential activities such as transfers, payments, and transaction monitoring. This restriction also prevents me from accessing account statements to demonstrate my history of good standing, further complicating my ability to manage my finances and business. These actions have caused significant disruption, forcing me to open a temporary account with another bank to continue serving clients. 
Over the past 25 years, my family and I have had a positive relationship with Chase, including excellent interactions with staff at the branch located at XXXX XXXX XXXX, XXXX, MI XXXX, where I have left numerous positive reviews for their outstanding service. There have been no overdrafts, fraud reports, or violations of bank policies on our part. Chases failure to provide any reason for these closures and restrictions may violate federal regulations requiring banks to provide notice and explanations for adverse actions on consumer accounts. On XX/XX/year>, I appealed directly to Chases executive office via email ( to XXXXchase.com, XXXXchase.com, and other executive contacts ) and sent a certified letter to their headquarters at XXXX XXXX XXXX XXXX XXXX NY XXXX, but I have not yet received a response. 
I respectfully request that your agency : 1. Investigate Chases actions for potential violations of consumer protection laws, including the lack of notice, explanation, and access to account statements.

2. Facilitate the reinstatement of my personal account ( XXXX ) and my family members accounts, as well as restoration of full online access to my business account ( XXXX ). 
3. Require Chase to provide a written explanation for the closures and restrictions, along with access to my account statements.

4. Advise on any steps I can take to resolve this matter and prevent future issues.

Attached are copies of my correspondence with Chase ( emails and certified mail receipt ). Due to the online banking restrictions, I am unable to access account statements, but I am prepared to provide any additional information to support my case. I can be reached at XXXX or XXXX. I appreciate your prompt attention to this matter and look forward to your assistance in resolving this issue. 
Thank you for protecting consumers like me. 
Sincerely, XXXX XXXX XXXX",,JPMORGAN CHASE & CO.,MI,48126,,Web,2025-08-06 00:00:00+00:00,Closed with explanation,Yes,15122983,2025-08-06,2025-08-06,2025,2025-08,2025Q3,1,1,3348,0.0
2023-03-30 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,"I checked my credit score XX/XX/XXXX and noticed a credit card account had been opened under my name with JP Morgan Chase Bank. I immediately notified XXXX and reported it as fraudulent and went to Chase bank and informed them as well. They closed the account and told me to make the report anyways. The strangest part was that the account was opened in XXXX, which is odd because I was born in XXXX. Along with this fraudulent account their were two addresses and a phone number that did not belong to me. I have made the dispute to remove the fake forms of personal identification. It should be stated that I have not had a credit card in the last 4 years.",,JPMORGAN CHASE & CO.,CA,92507,,Web,2023-03-30 00:00:00+00:00,Closed with explanation,Yes,6773292,2023-03-30,2023-03-30,2023,2023-03,2023Q1,1,1,658,0.0
2024-11-14 00:00:00+00:00,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"filth third has failed to protect my money and my checking account bank keep allowing merchant to come into my account unauthorized bank has failed zip from coming into my account bank has closed XXXX cards and refused to rush me a new debit card, supervisor XXXX was rude, aggressive, not nice, not kind, just nasty for no reason supervisor failed to help me i advised everyone on every dispute that i have filed XXXX  and XXXX  have no reason to keep going into my account. 

i have not given XXXX  my card number at all",,FIFTH THIRD FINANCIAL CORPORATION,OH,43230,,Web,2024-11-14 00:00:00+00:00,Closed with explanation,Yes,10805971,2024-11-14,2024-11-14,2024,2024-11,2024Q4,1,1,522,0.0
2020-06-05 00:00:00+00:00,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,PA,19013,,Web,2020-06-05 00:00:00+00:00,Closed with explanation,Yes,3685573,2020-06-05,2020-06-05,2020,2020-06,2020Q2,1,0,0,0.0
2021-07-13 00:00:00+00:00,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,,"Specialized Loan Servicing - XXXX Original line of credit Loan established in XXXX of XXXX. In XXXX the loan was transferred to Specialized Loan Servicing. Made monthly payments on the loan for 10 years and received a balloon payment notice in XXXX of XXXX showing a balance of XXXX due within 30 days. Company would not accept any lesser amount and rejected all monthly payments made after XX/XX/XXXX. Trying to comprehend how the balance is still XXXX after paying on the loan for 10 years. We attempted to work out a payment plan with company, they didn't want to accept anything less than the original amount. We then started working with primary lender refinance first loan to payoff the second mortgage line of credit but In XXXX the company started foreclosure proceedings which forced us into bankruptcy to keep the house. When covid hit in XXXX we were 2 and a half years into the bankruptcy and had the bankruptcy dismissed due to unemployment. In bankruptcy we were paying XXXX per month towards the loan but the account still shows XXXX due. We are working to refinance again but find it hard to believe that we have paid out almost XXXX towards this loan now in the past 14 years and the balance is still XXXX.",,Specialized Loan Servicing Holdings LLC,MS,391XX,,Web,2021-07-13 00:00:00+00:00,Closed with explanation,Yes,4538527,2021-07-13,2021-07-13,2021,2021-07,2021Q3,1,1,1223,0.0
2017-11-22 00:00:00+00:00,Mortgage,Conventional home mortgage,Trouble during payment process,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CT,06093,,Referral,2017-11-22 00:00:00+00:00,Closed with explanation,Yes,2735988,2017-11-22,2017-11-22,2017,2017-11,2017Q4,1,0,0,0.0
2023-02-09 00:00:00+00:00,Checking or savings account,Checking account,Managing an account,Banking errors,I filed a dispute for {$72.00} on XX/XX/XXXX. Wells Fargo closed claim on XX/XX/XXXX giving me permanent credit. Now XX/XX/XXXX I received a different letter.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,IL,XXXXX,,Web,2023-02-09 00:00:00+00:00,Closed with explanation,Yes,6551647,2023-02-09,2023-02-09,2023,2023-02,2023Q1,1,1,158,0.0
2021-11-30 00:00:00+00:00,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,,,CAPITAL ONE FINANCIAL CORPORATION,UT,84010,,Referral,2021-12-10 00:00:00+00:00,Closed with explanation,Yes,4997368,2021-11-30,2021-12-10,2021,2021-11,2021Q4,1,0,0,10.0
2025-09-13 00:00:00+00:00,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,"On XX/XX/year> I attempted to open an account with Chime Bank. 

Upon entering my personal information I was informed that my social security number was already in use. 

I attempted to try to use the "" Forgot Password '' and "" Forgot Email Address '' recovery system from Chime Bank to find my old account, but was informed that no such account exists. 

I called Chime Bank immediately. 

The agent created "" an investigation '' and then sent me an email saying that they could not give me any clarification on the results of the investigation. I asked if I could create an account, and then she said that she could forward me to Member Services. When I pushed further she confirmed that no, I could not create an account and that they could not tell me why. 

She was unable to help me determine if my social security number was being used fraudulently, and refused to help me with any account recovery nor anything else.",,Chime Financial Inc,CA,94546,,Web,2025-09-13 00:00:00+00:00,Closed with explanation,Yes,15915566,2025-09-13,2025-09-13,2025,2025-09,2025Q3,1,1,924,0.0
2020-10-15 00:00:00+00:00,Checking or savings account,Savings account,Managing an account,Problem accessing account,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,,XXXXX,Older American,Phone,2020-10-15 00:00:00+00:00,Closed with explanation,Yes,3901121,2020-10-15,2020-10-15,2020,2020-10,2020Q4,1,0,0,0.0
2018-02-09 00:00:00+00:00,Mortgage,VA mortgage,Trouble during payment process,,"I have talked and emailed XXXX XXXX of First Guaranty Mortgage Corporation, my interim Draw Administrator concerning the Monies were not used to pay subcontractors and the percentages that should have been 100 % as per the First Guaranty Mortgage Inspector. all the issues below since XX/XX/XXXX.  I have asked XXXX XXXX for a copy of the Inspectors report and still have not received that document. 

XXXX XXXX XXXX the General Contractor has {$40000.00} of my monies is in his bank accounts. His partner, and himself ended their business relationship on, XX/XX/XXXX. At that same time, XXXX XXXX XXXX, Also he took {$9000.00} from wife and myself as he said it was needed for the excavation contractor. I have asked XXXX XXXX for the signed Lien Release and still have not received that document. 

. During the Reorganization at First Guaranty Mortgage Corporation ( FGMC ) at XXXX XXXX XXXX XXXX XXXX XXXX XXXX VA XXXX, and the change of service administration to XXXX XXXXXXXX a construction management company, who my contact is now XXXX XXXX phone number XXXX. The past Draw administrator let XXXX XXXX XXXX have 100 % of several Line Items which is an error on the FGMC, Draw Administrator during that period. I have contacted the VA Loan Office in XXXX and opened the case # XXXX and have mentioned that this problem is a fiduciary miss management and possibly with criminal intent. I was told to contact the VA administrator for First Guaranty Mortgage, XXXX XXXX, at XXXX and have not heard from her at this point. 

The construction has stopped and XXXX XXXX XXXX no longer involved.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FIRST GUARANTY MORTGAGE CORP,CO,81001,Servicemember,Web,2018-02-09 00:00:00+00:00,Closed with explanation,Yes,2809981,2018-02-09,2018-02-09,2018,2018-02,2018Q1,1,1,1601,0.0
2021-12-17 00:00:00+00:00,Mortgage,Conventional home mortgage,Trouble during payment process,,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",CA,92240,,Phone,2022-01-19 00:00:00+00:00,Closed with explanation,Yes,5020401,2021-12-17,2022-01-19,2021,2021-12,2021Q4,1,0,0,33.0
2017-04-25 00:00:00+00:00,Checking or savings account,Other banking product or service,Managing an account,Problem using a debit or ATM card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,21061,,Postal mail,2017-05-01 00:00:00+00:00,Closed with monetary relief,Yes,2466033,2017-04-25,2017-05-01,2017,2017-04,2017Q2,1,0,0,6.0
